lat,lng,food,hotel,shopping,life_service,beauty,tourist,entertainment,sports,education,culture_media,medical,car_service,transportation,finance,estate,company,government,highway-bridleway,highway-cycleway,highway-footway,highway-living_street,highway-motorway,highway-motorway_link,highway-path,highway-pedestrian,highway-primary,highway-primary_link,highway-raceway,highway-residential,highway-road,highway-secondary,highway-secondary_link,highway-service,highway-steps,highway-tertiary,highway-tertiary_link,highway-track,highway-trunk,highway-trunk_link,highway-unclassified,man_made-pier,railway-disused,railway-funicular,railway-light_rail,railway-monorail,railway-narrow_gauge,railway-preserved,railway-rail,railway-subway,railway-tram,light,light_dis,num_pois,poi_entropy,num_highway,num_railway,highway_entropy,subway_dis,shop_center_dis,shop_center_level,mobike
39.725,116.195,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0848932266,3.3989,3.0,1.09861228867,31.0,0.0,0.668253720299,11.2036,14.0906,4,48.773046252
39.725,116.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.69552206993,4.0844,3.0,-0.0,10.0,2.0,0.673011667009,10.3494,13.3805,4,27.8372218425
39.725,116.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.66945910454,4.8247,4.0,-0.0,6.0,0.0,0.636514168295,9.4955,12.6884,4,35.2308118782
39.725,116.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72664552927,5.5981,6.0,0.450561208866,1.0,0.0,-0.0,8.6422,12.0174,4,27.1853649275
39.725,116.235,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.87445962429,6.3926,4.0,1.03972077084,1.0,0.0,-0.0,7.7895,11.3712,4,18.1300903775
39.725,116.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.04614067078,7.2013,1.0,-0.0,13.0,0.0,0.429323021931,6.9376,10.7543,4,0.0
39.725,116.255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.56290656328,7.465,5.0,1.05492016799,8.0,8.0,0.661563238158,6.087,10.1721,4,15.3456140351
39.725,116.265,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48248028755,6.7972,29.0,0.689311539957,4.0,0.0,0.562335144619,5.2382,9.6307,4,39.2603250551
39.725,116.275,7.0,1.0,17.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.90537655353,6.176,53.0,1.75479715115,161.0,5.0,0.389264638002,4.3922,9.1376,4,60.8609554189
39.725,116.285,22.0,0.0,17.0,4.0,5.0,0.0,3.0,1.0,9.0,1.0,3.0,1.0,1.0,1.0,3.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8246116638,5.6169,90.0,2.2385056916,69.0,0.0,0.918398724799,3.5512,8.7009,4,49.8049973418
39.725,116.295,7.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7455635071,5.1401,39.0,1.50116144586,4.0,0.0,0.69314718056,2.7198,8.3295,4,53.4008809904
39.725,116.305,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5234318972,4.7705,6.0,1.56071040904,1.0,0.0,-0.0,1.9103,8.0324,4,38.0836181362
39.725,116.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0615696907,4.5343,0.0,0.0,14.0,0.0,0.830471712436,1.1693,7.8181,4,2.30975165186
39.725,116.325,6.0,0.0,6.0,6.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,9.0,0.0,0.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,18.6113619804,4.4528,47.0,2.18254369799,20.0,6.0,0.937636962272,0.7429,7.6936,4,34.9087339561
39.725,116.335,16.0,0.0,33.0,20.0,10.0,0.0,3.0,1.0,4.0,1.0,5.0,2.0,38.0,2.0,55.0,25.0,16.0,0.0,47.0,3.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,17.0,0.0,0.0,4.0,4.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,23.3831849098,4.5343,231.0,2.21379272128,159.0,11.0,1.42423521605,0.5401,7.6631,4,51.9789549632
39.725,116.345,24.0,4.0,51.0,27.0,19.0,0.0,8.0,0.0,5.0,0.0,5.0,3.0,130.0,3.0,73.0,26.0,23.0,0.0,0.0,2.0,0.0,21.0,11.0,0.0,0.0,16.0,0.0,0.0,30.0,0.0,56.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8161430359,4.7705,401.0,2.08023326637,143.0,0.0,1.65551153121,0.6408,7.7279,4,33.5093187514
39.725,116.355,21.0,3.0,38.0,23.0,4.0,0.0,4.0,0.0,8.0,0.0,11.0,10.0,6.0,3.0,72.0,44.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1226763725,5.1401,262.0,2.19507928847,46.0,0.0,0.830940993223,1.4126,7.8856,4,54.9301207564
39.725,116.365,13.0,0.0,18.0,7.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,9.0,2.0,2.0,28.0,51.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18553876877,5.6169,155.0,2.05686335804,5.0,0.0,0.500402423538,2.2464,8.1308,4,50.2147186147
39.725,116.375,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.42467975617,6.176,40.0,1.27782157083,27.0,0.0,0.752791533576,3.0924,8.4558,4,34.4198754462
39.725,116.385,17.0,0.0,26.0,14.0,4.0,0.0,2.0,0.0,1.0,0.0,5.0,16.0,3.0,0.0,0.0,21.0,6.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,10.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33598601818,6.7972,115.0,2.07412008272,44.0,0.0,1.56755102477,3.9428,8.8519,4,59.2885243412
39.725,116.395,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,20.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8649077416,7.465,30.0,1.45790160013,77.0,0.0,1.57315907803,4.7953,9.3101,4,41.6234829498
39.725,116.405,5.0,0.0,9.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,2.0,15.0,4.0,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1773059368,8.1679,48.0,2.01772595701,88.0,0.0,1.240865543,5.6489,9.8215,4,37.3816966659
39.725,116.415,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,5.0,0.0,2.0,13.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2458417416,8.8977,36.0,1.91159456105,87.0,0.0,1.50719225911,6.5031,10.3785,4,53.162762968
39.725,116.425,6.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0,67.0,0.0,0.0,0.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.14829945564,9.6483,55.0,1.11036625885,134.0,0.0,1.21379813066,7.3578,10.9739,4,41.7618288145
39.725,116.435,6.0,0.0,14.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,16.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0524368286,10.4151,38.0,1.93084563585,54.0,0.0,1.3092258192,8.2128,11.602,4,35.3065998329
39.725,116.445,4.0,0.0,6.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,23.0,2.0,0.0,0.0,0.0,0.0,20.0,78.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6477086544,10.9562,46.0,1.74458006659,144.0,0.0,1.24493284293,9.0681,12.2576,4,23.4552897395
39.725,116.455,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.03801882267,10.3725,14.0,1.02851376402,27.0,0.0,1.23742568018,9.9234,12.9367,4,23.284605453
39.725,116.465,13.0,0.0,33.0,3.0,10.0,0.0,1.0,0.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.72235226631,9.8287,93.0,1.71384842666,19.0,0.0,0.680629487892,10.7789,13.6356,4,48.9369028632
39.725,116.475,9.0,1.0,43.0,6.0,4.0,0.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01925539971,9.3319,112.0,1.70533147141,17.0,0.0,1.36642549495,11.6345,14.3516,4,49.1385661123
39.725,116.485,11.0,0.0,15.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33931493759,8.8898,43.0,1.72316131498,69.0,0.0,0.86883928288,12.4902,15.0821,4,39.9168223589
39.725,116.495,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29477834702,8.511,5.0,1.05492016799,14.0,0.0,0.992281974853,13.346,15.8252,4,56.3415660363
39.725,116.505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8087997436,8.2044,1.0,-0.0,22.0,0.0,0.184907399168,14.2018,16.5792,4,31.8854940381
39.725,116.515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.4428286553,7.9781,0.0,0.0,21.0,0.0,0.9989405268,15.0267,17.3426,4,38.9384749753
39.725,116.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1422766447,7.8392,0.0,0.0,17.0,0.0,1.07338362034,15.3446,17.8674,4,19.6397053239
39.725,116.535,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57100081444,7.7924,2.0,0.69314718056,10.0,0.0,-0.0,15.7028,18.0167,4,12.2093187514
39.725,116.545,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7038936615,7.8392,7.0,0.796311640174,23.0,0.0,1.3023031124,16.0985,18.205,4,37.8404799878
39.725,116.555,4.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.24228525161,7.9781,41.0,1.31594092048,10.0,0.0,0.943348392329,16.529,18.431,4,35.2657628921
39.725,116.565,6.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58042442799,8.2044,21.0,1.50872860696,33.0,0.0,1.16982082342,16.9917,18.6935,4,57.1384673806
39.725,116.575,3.0,0.0,13.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8263772726,8.511,27.0,1.68207203939,30.0,0.0,1.56666575472,17.484,18.9909,4,59.9095238095
39.725,116.585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.32764226198,8.8898,1.0,-0.0,14.0,0.0,0.519579839131,18.0036,19.3216,4,8.53330295436
